,0
0,MARVELD1
1,HAUS6
2,RPL41
3,WRB
4,MAGI2
5,TRMT11
6,ZFAND3
7,SP2
8,CSDE1
9,RAD17
10,TAF1
11,SBDSP1
12,PDGFD
13,ZNF565
14,SEC16B
15,BLNK
16,SCMH1
17,SNHG5
18,RIOX1
19,EXOSC5
20,RPL36AL
21,CASP4
22,PFDN6
23,EIF3I
24,WDR31
25,NKX3-1
26,GSS
27,BRCC3
28,TANC2
29,MSL3P1
30,CTNND2
31,ZNF862
32,CCNL1
33,XIST
34,ELF3
35,GOSR2
36,FAM160B2
37,MAPKAPK5
38,MARVELD3
39,PCBD1
40,RSAD1
41,LST1
42,NDUFA1
43,WDR60
44,AKT1S1
45,RNMTL1
46,CHD9
47,RPN2
48,KIF7
49,RAD51B
50,C11orf54
51,CARD6
52,DNAAF2
53,MKI67
54,HOMEZ
55,AKT2
56,CTSS
57,FBXO22-AS1
58,ATPAF1
59,PDCL3P4
60,WDR46
61,SH3D19
62,CKAP2L
63,EPS15
64,VMA21
65,WDR83OS
66,AP1M2
67,PRR5L
68,G3BP2
69,GPRASP1
70,RGPD6
71,SFN
72,CEP152
73,MERTK
74,EIF3F
75,FNBP4
76,ROBO4
77,STK17A
78,HOMER1
79,PPAN-P2RY11
80,ZC3H18
81,PEX10
82,NUB1
83,ZNF365
84,SMIM8
85,TKT
86,PSMG1
87,PDE3B
88,TXNRD3NB
89,KCNE3
90,RFC3
91,GLTP
92,SEC61A2
93,FABP3
94,THNSL2
95,SPATA33
96,GOLM1
97,CEP70
98,ILK
99,ATP6AP2
100,KLHL2
101,RNF115
102,CHMP7
103,BST2
104,PMM2
105,MIR100HG
106,IPO7
107,MAATS1
108,ADAMTS7
109,UBR5
110,CREBZF
111,MALAT1
112,CD52
113,PRKX
114,SKIV2L
115,DYNLL2
116,MS4A4A
117,RAD50
118,IFI27L1
119,GOLGA6L10
120,IRAK2
121,SYNE2
122,GTF2B
123,BMP4
124,ZNF343
125,FMO4
126,TMCC1
127,SNRPB
128,ASPSCR1
129,WDR12
130,ZDHHC24
131,RAB29
132,RPL22
133,C9orf72
134,LRRC16A
135,ZBTB18
136,CASP10
137,TWF2
138,CLBA1
139,CPSF1
140,NRM
141,CCDC50
142,OSTC
143,BPIFB1
144,PRDM1
145,MRPS5
146,TIE1
147,GRK5
148,IKBIP
149,ATG2A
150,ACSF2
151,INTS7
152,AQP3
153,CAMKK1
154,SLC39A8
155,PPP3R1
156,PGRMC2
157,FLAD1
158,NME1
159,FGFR1OP2
160,C1QA
161,PRUNE
162,MSANTD2
163,IMPDH2
164,GSTP1
165,ZNF511
166,TMEM60
167,C3orf38
168,SNAPC3
169,LYRM9
170,ZFAND1
171,XRCC2
172,GPN2
173,SESN3
174,CCBL2
175,SHC1
176,CLUAP1
177,TBC1D10B
178,UVRAG
179,BAZ1B
180,MPHOSPH8
181,UBXN11
182,TRAK1
183,MDH2
184,IL6ST
185,SF3B4
186,SP100
187,SLC44A4
188,ZNF137P
189,EIF1AD
190,SEPW1
191,CDC14B
192,B3GALT4
193,HMG20A
194,RNF34
195,DBI
196,DUSP10
197,NUP37
198,GOLGA7
199,PPP2R5A
200,CYFIP1
201,SDHAP4
202,MDC1
203,PYGB
204,ZBED5
205,CHMP3
206,HOOK2
207,CORO1B
208,TSC22D1
209,PNPLA7
210,PPP2R3C
211,DCAF16
212,WISP1
213,DMWD
214,C16orf91
215,CMKLR1
216,PCSK5
217,LRRC37A2
218,ESRP2
219,PDE8A
220,FAM89A
221,TGIF2
222,DEXI
223,RNF20
224,C1orf131
225,WDR83
226,GPCPD1
227,ZNF37A
228,NEIL2
229,PPP1R13B
230,NGRN
231,RRP1
232,ATP5G2
233,TIGAR
234,GORASP1
235,DBP
236,ZNF592
237,CCDC117
238,CD163L1
239,SLC50A1
240,ANKRD39
241,ST6GALNAC2
242,METTL2A
243,SLC4A3
244,MBD2
245,TPSB2
246,POLR1D
247,CEP290
248,GP2
249,CNRIP1
250,RELA
251,BTF3
252,SERAC1
253,ZFYVE28
254,TRIM21
255,ELOVL1
256,PUS10
257,MAMDC2
258,ANKHD1-EIF4EBP3
259,RB1CC1
260,DGCR14
261,NAV2
262,RAPGEF4
263,AGPAT2
264,PCCB
265,ZDHHC20
266,EFNB3
267,CSTB
268,ECE2
269,NAMPT
270,KIF3C
271,MTFR1L
272,RCHY1
273,MIS18A
274,C1orf162
275,STRIP1
276,GBP2
277,AKR7A3
278,HOXC8
279,STPG1
280,RAB1A
281,H3F3C
282,TTF2
283,RLF
284,FOLR2
285,EPM2AIP1
286,TOMM6
287,HR
288,EIF5B
289,EXOSC2
290,POLR2B
291,ASTE1
292,ZNF423
293,EIF4G1
294,PRKAG1
295,DFNA5
296,CCS
297,UBN2
298,TMEM123
299,AGAP3
300,PARN
301,HOXC11
302,ATP6V0E2
303,ENAH
304,CYTH4
305,SYNGR1
306,ZSWIM5
307,ARL6IP5
308,SLC25A17
309,EIF4E2
310,ZMYM3
311,TEFM
312,PIK3R5
313,IRF2BP1
314,EHBP1L1
315,SLIT3
316,ZNF525
317,SLC4A5
318,ZNF30
319,GABBR1
