,0
0,JTB
1,GAB3
2,FGFR1
3,DCP1B
4,CMTM3
5,RSAD1
6,TMEM37
7,FAM126B
8,ARL4A
9,CTBP1
10,CLEC2B
11,CLDN1
12,FTSJ1
13,ELL3
14,TMEM106B
15,DYNC1H1
16,ZNF664
17,MYO6
18,RGAG4
19,ZNF48
20,LACC1
21,NYNRIN
22,TP53I11
23,SRRM2
24,NOL7
25,SDE2
26,THBS1
27,CYLD
28,APOL2
29,PRRX2
30,TLR2
31,PSMA4
32,ZNF678
33,PTPN9
34,KHDRBS3
35,HERC2P2
36,SLFN12
37,CALU
38,UCHL1
39,COX7A2L
40,HLA-H
41,SMG9
42,TROVE2
43,MICALL1
44,RBFOX2
45,VAMP4
46,TMED9
47,SUZ12P1
48,KLF8
49,PROM2
50,MANBA
51,GABRP
52,UVRAG
53,SUSD3
54,GID4
55,MRPL36
56,PAFAH1B3
57,BMP7
58,NOL11
59,PNMAL1
60,WDR59
61,BOP1
62,MEF2BNB
63,KCTD6
64,RTCB
65,LINC00657
66,NOC2L
67,PEX5
68,SLC15A4
69,TDRD7
70,PHYHD1
71,PTPRE
72,DCTPP1
73,ATF6
74,CDH2
75,DEK
76,SIDT1
77,TSPAN9
78,FLAD1
79,FAM35DP
80,C11orf68
81,TIMM8B
82,KLHDC7B
83,KDM8
84,SNHG15
85,RARRES3
86,TMEM177
87,MED1
88,POLQ
89,TGS1
90,LOC653653
91,CDC7
92,TIMM50
93,PIGN
94,IFI27
95,ZNF425
96,GRIPAP1
97,ZZZ3
98,RALBP1
99,SHQ1
100,EDEM2
101,CDC42EP1
102,KPNA4
103,DNAJC9
104,OR2A9P
105,FAM32A
106,DZIP3
107,ZBED8
108,MRPL15
109,LRRC8D
110,CBWD3
111,ACADM
112,RTP4
113,SKIL
114,TCTN2
115,KIF5B
116,CPQ
117,ZNF57
118,DMTF1
119,RBM47
120,CPSF3L
121,SAP30L
122,ARRB2
123,GLRX5
124,BMS1P20
125,VAMP2
126,PHLDB1
127,ZNF121
128,UBE2C
129,EML1
130,ZNF570
131,EHMT2
132,EP400
133,ZNF358
134,MPC2
135,BCAT2
136,SHARPIN
137,TNNT1
138,FDXACB1
139,FAM58A
140,AMOTL2
141,MIS12
142,WDR78
143,FKBP2
144,GATA3-AS1
145,C2orf69
146,EIF1
147,WDFY1
148,INPP4B
149,MORN2
150,MESDC1
151,EGFL7
152,CDK18
153,MIIP
154,EBPL
155,UBTF
156,ZBTB8A
157,C1orf216
158,GOLM1
159,ANKRD42
160,RAD51B
161,EHD2
162,CCDC6
163,DOK3
164,ZRANB1
165,FUT8
166,ZNF687
167,PTGR2
168,NCL
169,JHDM1D-AS1
170,UBXN11
171,PDE8A
172,MSRB1
173,MCAT
174,CAPN15
175,PDE1B
176,RORA
177,RET
178,NIPAL3
179,PCNX
180,CACNA1C
181,EMC7
182,GHITM
183,SCAND2P
184,CRADD
185,CYB561D1
186,KLHL42
187,LIMS2
188,PARP16
189,RTN1
190,TP53TG1
191,BCAP31
192,ZNF718
193,LAMA2
194,DHRS4
195,NUDT12
196,TTC37
197,MGAT2
198,RAC2
199,PI4KA
200,TNFAIP8L2
201,TAF1
202,ADAMTS14
203,SNX18
204,GAB2
205,RMC1
206,ZDHHC3
207,RNF167
208,PARP6
209,GLI3
210,TRIM32
211,PLEKHS1
212,NDUFB2
213,MRM1
214,TCAF2
215,PLEKHF2
216,FURIN
217,ANKHD1-EIF4EBP3
218,RAB37
219,MRPL38
220,AKAP8
221,CCDC64
222,GXYLT1
223,NDUFA10
224,WDR36
225,SMG7
226,SNHG17
227,CACHD1
228,CCAR1
229,NAA50
230,TERF2IP
231,IDO1
232,MKL2
233,DNM1
234,PRKG1
235,CDC42BPB
236,ITGAL
237,PRR15
238,INTS8
239,CNPPD1
240,DCBLD1
241,BRD9
242,KBTBD7
243,ZBTB7A
244,DDX54
245,KLHDC10
246,YPEL2
247,WARS2
248,UMPS
249,VTI1A
250,ETV7
251,RHBDD3
252,IKZF2
253,ZMYM1
254,ARL4C
255,HSPA9
256,LUC7L3
257,CWF19L2
258,SFRP1
259,PPP2R1A
260,ZNF571
261,MRPL19
262,NTM
263,FBXL4
264,HIGD2A
265,MPP1
266,PEX12
267,CASC3
268,CTBS
269,RAP2A
270,FAM208B
271,SPPL2A
272,KANSL2
273,EFNA4
274,CLN5
275,LINC00476
276,ETV1
277,ADAMTS15
278,CYP4B1
279,CEP76
280,CCDC103
281,PRRX1
282,ZBTB38
283,DBP
284,POLD1
285,AKAP5
286,POLR2C
287,KRT18
288,C5orf15
289,SHROOM1
290,KLF13
291,VDAC1
292,PTPRCAP
293,SLC25A32
294,PPIG
295,BCL7A
296,PHF21A
297,UBE2M
298,TNKS
299,SMAD1
300,SDSL
301,ELOF1
302,PSMG2
303,SPI1
304,NOSIP
305,DGCR6
306,NDUFB10
307,SLC40A1
308,FAM46C
309,SMARCAD1
310,EMC9
311,TLR7
312,ZNF654
313,NECAP2
314,MET
315,SNAI2
316,TMPRSS3
317,AMIGO1
318,UHRF1
319,RANBP9
