,0
0,uc010hhw.2
1,uc003oix.2
2,uc010dcw.2
3,uc004din.2
4,uc001yst.2
5,uc010wgo.1
6,uc010vfp.1
7,uc002ady.2
8,uc003qrw.2
9,uc002sgk.3
10,uc003fhv.1
11,uc002wax.2
12,uc001kjq.1
13,uc004bga.1
14,uc011klk.1
15,uc003icf.2
16,uc003iku.3
17,uc010ihr.2
18,uc002kly.2
19,uc010mes.2
20,uc009vkv.1
21,uc002hzp.1
22,uc001xxh.1
23,uc002zjq.2
24,uc003vaz.1
25,uc003trk.1
26,uc002qlr.2
27,uc001wtk.1
28,uc002oni.3
29,uc001kum.2
30,uc001bbc.2
31,uc003vsb.2
32,uc003cxk.1
33,uc002vkr.2
34,uc002kti.1
35,uc002jtx.1
36,uc003bue.2
37,uc010zui.1
38,uc001bgs.3
39,uc001mlq.2
40,uc010rse.1
41,uc010ioa.1
42,uc002olc.1
43,uc004awt.2
44,uc010hmr.2
45,uc002qbu.2
46,uc001byl.1
47,uc002qba.2
48,uc001cdb.1
49,uc002phl.2
50,uc003stj.2
51,uc003zlv.3
52,uc003ydj.2
53,uc003jth.3
54,uc001muu.3
55,uc001qmu.2
56,uc002jmv.1
57,uc003ncn.1
58,uc010psr.1
59,uc003qmz.2
60,uc010bzb.1
61,uc003fga.3
62,uc003oiz.2
63,uc010iah.2
64,uc001bwc.2
65,uc003jyi.1
66,uc003hsf.1
67,uc003cyp.1
68,uc001ypy.1
69,uc010ttx.1
70,uc001ajn.2
71,uc001knj.2
72,uc009xpl.1
73,uc004dzf.3
74,uc010beg.1
75,uc001odb.2
76,uc002due.3
77,uc002mdq.1
78,uc010cwx.1
79,uc002cgc.1
80,uc001msp.2
81,uc001nbz.1
82,uc011kqu.1
83,uc004asl.1
84,uc001wka.2
85,uc003yvd.2
86,uc002dhr.2
87,uc003srz.2
88,uc002zyr.1
89,uc010vij.1
90,uc002rgu.2
91,uc002ozg.3
92,uc001rfc.2
93,uc003fpi.2
94,uc002cmo.2
95,uc010wau.1
96,uc002jhj.2
97,uc002siu.3
98,uc004aun.2
99,uc003mgs.1
100,uc002mvc.2
101,uc001xwt.2
102,uc003zyz.2
103,uc001tfk.2
104,uc001wmu.2
105,uc001tpm.2
106,uc001vhs.2
107,uc010fir.1
108,uc010zjz.1
109,uc010oeb.1
110,uc001ztv.2
